index,WHR@1,WHR@3,WHR@5
88,1.0,0.3333333148543593,0.2
89,0.0,0.3333333505302963,0.20000001547726706
90,1.0,0.3333333490835277,0.20000000567006987
91,0.0,0.3333333011917768,0.3999999614301321
92,1.0,0.6666666551295483,0.40000000415336273
93,1.0,0.3333333585238146,0.4000000362742936
94,1.0,0.6666666756333315,0.40000001613999703
95,1.0,0.3333333654457061,0.20000001156045374
96,1.0,0.33333330960807234,0.19999998291781232
97,1.0,0.3333333405815422,0.1999999973906449
98,1.0,0.6666666772229487,0.4000000038002615
99,1.0,0.3333333448199207,0.19999999586482878
100,0.0,0.0,0.0
101,0.0,0.3333333471044445,0.20000000495759995
102,1.0,0.66666661540227,0.3999999261792768
103,1.0,0.3333333333333333,0.20000000350597183
104,1.0,0.33333326531092566,0.19999995102386847
105,1.0,0.3333333119950058,0.1999999923182019
106,1.0,0.3333333575508074,0.1999999941878068
107,1.0,0.3333333333333333,0.2
108,1.0,0.333333398503077,0.20000004692221732
109,1.0,0.3333333580963105,0.20000001337200757
110,1.0,0.3333333056487649,0.19999999003355504
111,1.0,0.3333333826351885,0.2000000141989332
112,1.0,0.6666666543764707,0.40000001327341245
113,1.0,0.3333333333333333,0.20000000406587415
114,1.0,0.33333342498435176,0.6000000593898592
115,1.0,0.3333333160998051,0.1999999906938947
116,1.0,0.33333336980998846,0.20000002888951185
117,0.0,0.0,0.0
118,1.0,0.3333334056351705,0.20000002602865913
119,1.0,0.3333333064180991,0.19999996770172151
120,1.0,0.3333334229711594,0.20000003872353794
121,0.0,0.0,0.0
122,1.0,0.6666666932383486,0.40000000956580534
123,1.0,1.0,0.5999999790817626
124,1.0,0.3333333162304486,0.2
125,1.0,0.33333332291970647,0.39999999250218854
126,0.0,0.0,0.0
127,1.0,0.3333334045019943,0.20000004270119656
128,1.0,0.6666667095182504,0.40000002776782634
129,1.0,0.333333301025997,0.19999998836935848
130,1.0,0.3333334086583211,0.20000004218199252
131,1.0,0.3333333120508165,0.19999998850744086
132,0.0,0.0,0.0
133,1.0,0.3333333408978004,0.19999999455358397
134,1.0,0.3333333080555178,0.1999999817999731
135,0.0,0.0,0.1999999967953238
136,1.0,0.33333331762407153,0.19999999434466564
137,1.0,0.33333332408716077,0.19999999667137783
138,1.0,0.3333333062695709,0.19999998538556818
139,1.0,0.3333333025350726,0.19999998521683457
140,1.0,0.333333284176435,0.1999999778793949
141,1.0,0.6666666745122204,0.4000000254195953
142,1.0,1.0,0.5999999790817626
143,1.0,0.3333333952365033,0.4000000445702791
144,1.0,0.3333333840460775,0.20000001369243978
145,0.0,0.0,0.0
146,0.0,0.3333333103572846,0.39999997932155684
147,1.0,0.33333332369893665,0.1999999930632344
148,0.0,0.3333332798484538,0.19999995667725
149,1.0,0.3333333575508074,0.1999999941878068
150,1.0,0.33333329970222086,0.19999999394639933
151,1.0,0.6666666097255827,0.5999999677876148
152,1.0,0.3333332842265219,0.1999999787858566
153,1.0,0.33333334516277086,0.4000000170343902
154,1.0,0.33333334165927175,0.2000000029973378
155,0.0,0.0,0.0
156,1.0,0.3333333111129347,0.19999998933420848
157,1.0,0.3333333445217895,0.20000000402784415
158,1.0,0.3333333333333333,0.20000000326912665
159,0.0,0.0,0.0
160,1.0,0.33333330947454454,0.1999999885477812
161,1.0,0.33333326714971967,0.1999999714086773
162,1.0,0.6666666958846859,0.4000000105184867
163,0.0,0.0,0.0
164,1.0,0.3333333333333333,0.20000000356254802
165,1.0,0.6666666666666666,0.39999998859716024
166,0.0,0.0,0.0
167,1.0,0.33333331269568744,0.1999999925704473
168,1.0,0.3333333101488935,0.1999999874804024
169,1.0,0.33333337490514353,0.2000000224487772
170,0.0,0.0,0.3999999810856805
171,1.0,0.33333332323339687,0.19999999636402283
172,1.0,0.3333333082386413,0.19999999096591062
173,0.0,0.0,0.0
174,0.0,0.0,0.0
175,1.0,0.3333333333333333,0.20000000339944118
176,0.0,0.0,0.0
177,1.0,0.3333333208882866,0.19999999551978312
178,1.0,0.33333334837175815,0.20000000812074936
179,1.0,0.3333333333333333,0.39999999004120723
180,1.0,0.3333333062695709,0.19999998538556818
181,1.0,0.333333344514254,0.20000000402513138
182,1.0,0.3333333633611343,0.6000000180166806
183,1.0,0.6666667020311428,0.4
184,1.0,0.3333333481268196,0.20000000532565496
185,1.0,0.6666667148845913,0.4000000260376791
186,1.0,0.6666666043458662,0.39999999252150337
187,0.0,0.3333333230963268,0.19999999262935533
188,0.0,0.33333334101178674,0.20000000552848649
189,1.0,0.33333328065392426,0.19999997155311866
190,0.0,0.0,0.0
191,1.0,0.3333333585584282,0.20000000908103388
192,1.0,0.33333331344063316,0.19999998925794185
193,0.0,0.0,0.0
194,0.0,0.0,0.0
195,0.0,0.3333333505941117,0.2000000155347009
196,1.0,0.33333335280656035,0.20000001752590482
197,1.0,0.33333330741596173,0.19999999533487287
198,1.0,0.33333332339040256,0.1999999928410899
199,1.0,0.3333333438203647,0.20000000755066263
200,1.0,0.3333332810576811,0.19999996988922414
201,1.0,0.33333337237069327,0.20000002810689982
202,0.0,0.3333333333333333,0.20000000419260544
203,1.0,0.33333328440378823,0.19999996477072857
204,1.0,0.6666666666666666,0.3999999778371754
205,0.0,0.0,0.0
206,0.0,0.33333332633327667,0.1999999949599592
207,1.0,0.33333334270442194,0.20000000674718385
208,0.0,0.0,0.0
209,1.0,0.3333332999427142,0.19999997896391006
210,0.0,0.0,0.0
211,1.0,0.3333333442920637,0.20000000789028588
212,1.0,0.33333332063529697,0.19999999542870683
213,1.0,0.6666667003430393,0.6000000212161166
214,1.0,0.33333335782128803,0.2000000044078316
215,1.0,0.6666666504385357,0.5999999766314911
216,1.0,0.3333333426481136,0.20000000670664184
217,1.0,0.33333330352520335,0.19999999731726809
